ufname;ufid;meso;citie
MS;50;Mesorregião do Sudoeste de Mato Grosso do Sul;Angélica
MS;50;Mesorregião do Sudoeste de Mato Grosso do Sul;Coronel Sapucaia
MS;50;Mesorregião do Sudoeste de Mato Grosso do Sul;Deodápolis
MS;50;Mesorregião do Sudoeste de Mato Grosso do Sul;Eldorado
MS;50;Mesorregião do Sudoeste de Mato Grosso do Sul;Glória de Dourados
MS;50;Mesorregião do Sudoeste de Mato Grosso do Sul;Iguatemi
MS;50;Mesorregião do Sudoeste de Mato Grosso do Sul;Itaquiraí
MS;50;Mesorregião do Sudoeste de Mato Grosso do Sul;Ivinhema
MS;50;Mesorregião do Sudoeste de Mato Grosso do Sul;Japorã
MS;50;Mesorregião do Sudoeste de Mato Grosso do Sul;Jateí
MS;50;Mesorregião do Sudoeste de Mato Grosso do Sul;Mundo Novo
MS;50;Mesorregião do Sudoeste de Mato Grosso do Sul;Naviraí
MS;50;Mesorregião do Sudoeste de Mato Grosso do Sul;Novo Horizonte do Sul
MS;50;Mesorregião do Sudoeste de Mato Grosso do Sul;Paranhos
MS;50;Mesorregião do Sudoeste de Mato Grosso do Sul;Sete Quedas
MS;50;Mesorregião do Sudoeste de Mato Grosso do Sul;Tacuru
